"fecha_de_registro","referencia_de_la_oferta","identificador_de_la_oferta","valor_de_la_oferta","entidad_compradora","nit_entidad_compradora","moneda","descripcion_del_procedimiento","referencia_del_proceso","id_del_proceso_de_compra","modalidad","invitacion_directa","nombre_proveedor","nit_del_proveedor","codigo_entidad","codigo_proveedor"
"2022-06-02T00:00:00.000","HDI SEGUROS DE VIDA SA  LP051010042022","CO1.RPL.2786012","91800000","ALCALDIA DE CIUDAD BOLIVAR","890980330","COP","EL MUNICIPIO DE CIUDAD BOLIVAR está interesado en recibir propuestas de Compañías de Seguros legalmente establecidas en Colombia para seleccionar la Compañía o Compañías que respalden la contratación de los seguros y que garanticen la protección a las personas activos e intereses patrimoniales bienes propios y de aquellos por los cuales es legalmente responsable LA ENTIDAD dentro del territorio nacional","LP051010042022 Presentación de oferta","CO1.BDOS.2925212","Licitación pública","No","HDI GENERALES","8600048756","704297852","702574328"
"2022-08-29T00:00:00.000","PN ESPOL MIC 012 2022","CO1.RPL.2946985","48513206","ESPOL","800226849","COP","SERVICIO DE IMPRESIÓN TRABAJOS TIPOGRÁFICOS MATERIAL DE MERCHANDISING Y MANTENIMIENTO DE GALERÍA DE EX DIRECTORES","PN ESPOL MIC 012 2022","CO1.BDOS.3146168","Mínima cuantía","No","COMERCIALIZADORA CAFE BOTERO SAS","900334037","701695355","702730953"
"2023-05-04T00:00:00.000","OFERTA CESAEXT","CO1.RPL.3374967","412000000","SECRETARIA DISTRITAL DE DESARROLLO ECONOMICO  ALCALDIA BOGOTÁ","8999990619","COP","Aunar esfuerzos para acompañar el proceso de fortalecimiento de empresas en el marco de la implementación de la Ruta de Alto Impacto a través de asistencia técnica asesoría especializada aplicación de metodologías prácticas entrega de herramientas seguimiento y valoración del aprendizaje en la línea temática de Desarrollo de Habilidades para la Innovación","CD7472023","CO1.BDOS.4363558","Contratación Directa (con ofertas)","Si","CESA","860045740","702158197","701874018"
"2018-10-31T00:00:00.000","Oferta Proceso NoPN ESPOL MIC 017 DE 2018","CO1.RPL.742762","18900000","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS DE PAPELERÍA ÚTILES DE ESCRITORIO Y CONSUMIBLES DE IMPRESIÓN","PN ESPOL MIC 017 2018","CO1.BDOS.579152","Mínima cuantía","No","ALINCO UNIDOS SAS","900157340","701695355","700717085"
"2022-11-29T00:00:00.000","SOLICITUD COTIZACIÓN  ACTIVIDAD PEDAGÓGICA Y DE INTEGRACIÓN PARA EL EQUIPO ESTRATEGICO DE LA ESCUEL","CO1.RPL.3121850","15445401","ESPOL","800226849","COP","ACTIVIDAD PEDAGÓGICA Y DE INTEGRACIÓN PARA EL EQUIPO ESTRATÉGICO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO CON EL FIN DE FORTALECER EL LIDERAZGO LA COMUNICACIÓN LA PLANEACIÓN Y LA TOMA DE DECISIONES","PN ESPOL SIP 041 2022","CO1.BDOS.3575989","Solicitud de información a los Proveedores","No","Club Nautico el portillo","860032742","701695355","720053099"
"2019-11-19T00:00:00.000","dBsPN ESPOL SA 003 2019Subasta002","CO1.RPL.1267472","1019000000","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS BLOQUE DE AULAS CENTRO DE CONVENCIONES  COMPLEJO ESPOL","PN ESPOL SA 003 2019 Presentación de oferta","CO1.BDOS.960545","Selección abreviada subasta inversa","No","DB SYSTEMS SAS","900314052","701695355","700930068"
"2022-11-08T00:00:00.000","REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS PORTONES DE SEGURIDAD Y ACCESORIO","CO1.RPL.3075513","50000000","ESPOL","800226849","COP","REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS PORTONES DE SEGURIDAD Y ACCESORIOS DEL ACCESO VEHICULAR DE LA AV BOYACÁ Y AV SUBA","PN ESPOL MIC 011 2022","CO1.BDOS.3462380","Mínima cuantía","No","DE DISTRIBUTION ENGINEERING SAS","901065659","701695355","709170393"
"2021-11-02T00:00:00.000","SEÑALIZACIÓN ESPOL","CO1.RPL.2417466","14964550","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACION DE SEÑALIZACION VISUAL","PN ESPOL MIC 017 2021","CO1.BDOS.2341633","Mínima cuantía","No","Andez Alianzas Estratégicas","900986005","701695355","708656426"
"2021-11-16T00:00:00.000","DEMARCACION VIAL Y SEÑALES ESPOL","CO1.RPL.2446707","90000000","ESPOL","800226849","COP","DEMARCACIÓN VIAL Y SUMINISTRO E INSTALACIÓN DE SEÑALES VERTICALES","PN ESPOL MIC 020 2021","CO1.BDOS.2373728","Mínima cuantía","No","ALIADOS DE COLOMBIA SAS","900354406","701695355","700930266"
"2020-10-13T00:00:00.000","REPARACIONES LOCATIVAS  SDIS","CO1.RPL.1749499","3365159162","Secretaría Distrital de Integración Social","8999990619","COP","REALIZAR LAS REPARACIONES LOCATIVAS Y ATENCION DE EMERGENCIAS REQUERIDAS EN LOS CENTROS Y SEDES DONDE LA SECRETARIA DISTRITAL DE INTEGRACION SOCIAL PRESTA SUS SERVICIOS SOCIALES","SDISLP0052020 Fase de Selección Presentación de ofertas","CO1.BDOS.1258977","Licitación pública Obra Publica","No","CONSORCIO CERRAMIENTO PC 2023","No Definido","702271321","704272350"
"2021-07-08T00:00:00.000","PASTO GLORIETA PIV","CO1.RPL.2147141","738044499","UNIDAD ADMINISTRATIVA ESPECIAL DEL SISTEMA  ESTRATEGICO DE TRANSPORTE PUBLICO","900358918","COP","INTERVENTORÍA TÉCNICO LEGAL ADMINISTRATIVA FINANCIERA AMBIENTAL SOCIAL Y SISO DE LA CONSTRUCCIÓN DE LA INFRAESTRUCTURA VIAL ESPACIO PÚBLICO Y OBRAS COMPLEMENTARIAS DE LA INTERSECCIÓN CARRERA 4 CON CALLE 12 SALIDA AL SUR GLORIETA CHAPAL PARA LA IMPLEMENTACIÓN DEL SISTEMA ESTRATÉGICO DE TRANSPORTE PÚBLICO PARA PASTO SETP  A PRECIOS UNITARIOS FIJOS","002CMA2021 Presentación de oferta","CO1.BDOS.1976347","Concurso de méritos abierto","No","PIV Ingenieria SAS","860510291","709368211","703059592"
"2021-05-28T00:00:00.000","MCIPIO MEDELLIN MC 9014151 PYS","CO1.RPL.2112408","344236022","DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN","890905211","COP","Servicio de Administración Documental","0009014151 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.1954242","Selección Abreviada de Menor Cuantía","Si","P y S","830102216","700221021","700244023"
"2017-12-15T00:00:00.000","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MAQUINARIA PEQUEÑA","CO1.RPL.389355","8055000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MAQUINARIA PEQUEÑA","PN ESPOL MIC 018 2017","CO1.BDOS.266903","Mínima cuantía","No","ANDREA PATRICIA RODRIGUEZ RODRIGUEZ","1031123048","701695355","702928656"
"2023-05-05T00:00:00.000","CI1012023 CONVENIO INTERADMINISTRATIVO","CO1.RPL.3377431","105000000","DISTRITO DE TURBO","890981138","COP","CONVENIO INTERADMINISTRATIVO  ENTRE EL DISTRITO DE TURBO Y LA EMPRESA DE DESAROLLO EDUH PARA LA CONSTRUCCION DE DESAGUES DE ALCANTARILLA EN EL BARRIO SANTO DOMINGO Y VEREDA LOS ALPES EN EL CORREGIMIENTO EL TRES DE ACUERDO AL ACUERDO MUNICIPAL EXPEDIDO EL 28 DE SEPTIEMBRE DEL 2017","CI1012023","CO1.BDOS.4367410","Contratación Directa (con ofertas)","Si","EDUHTurbo","901465989","703036343","713088078"
"2021-03-15T00:00:00.000","PN ESPOL MIC 005 2021","CO1.RPL.1976821","17310000","ESPOL","800226849","COP","ADQUISICIÓN DE BANDERAS MOHARRAS ASTAS BASES Y PRENDAS BLANCAS PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 005 2021","CO1.BDOS.1824179","Mínima cuantía","No","Club Capital SAS","900319736","701695355","709108872"
"2023-05-04T00:00:00.000","Oferta suministro partes Mun Pasto 2023","CO1.RPL.3374010","75300000","ALCALDIA DE PASTO","891280000","COP","se compromete para con el MUNICIPIO a suministrar los insumos necesarios para el mantenimiento preventivo y correctivo de los diferentes equipos de cómputo y periféricos pertenecientes a la Alcaldía Municipal de Pasto","IP202348","CO1.BDOS.4342654","Mínima cuantía","No","AB Y AR SAS","901072140","700694094","706914306"
"2020-10-06T00:00:00.000","MIC0152020  Software IT SAS","CO1.RPL.1738951","3680000","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 015 2020","CO1.BDOS.1477878","Mínima cuantía","No","Software IT SAS","900818708","701695355","701262065"
"2018-10-28T00:00:00.000","ESPOL 2018","CO1.RPL.740707","20666667","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE LAVANDERÍA PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 015 2018","CO1.BDOS.576763","Mínima cuantía","No","VILMA ADRIANA OCAMPO RAMIREZ CON ESTABLECIMIENTO COMERCIAL LAVASECA LAVANDERIA","397730301","701695355","703522987"
"2023-05-05T00:00:00.000","IP202348  DISUR SAS copia","CO1.RPL.3376433","75300000","ALCALDIA DE PASTO","891280000","COP","se compromete para con el MUNICIPIO a suministrar los insumos necesarios para el mantenimiento preventivo y correctivo de los diferentes equipos de cómputo y periféricos pertenecientes a la Alcaldía Municipal de Pasto","IP202348","CO1.BDOS.4342654","Mínima cuantía","No","DISTRIBUIDORA DEL SUR PASTO SAS","901374484","700694094","717500060"
"2022-02-23T00:00:00.000","FM CACOM 3 221","CO1.RPL.2597314","2017050","COMANDO AEREO DE COMBATE No3","800141629","COP","SERVICIO DE FUMIGACION CONTROL DE ROEDORES INSECTOS RASTREROS Y VOLADORES EN EL CACOM3","02200FCACOM3ESM2022","CO1.BDOS.2832695","Mínima cuantía","No","CRH MANTENIMIENTO SAS","900251672","701645798","700846082"
"2018-03-01T00:00:00.000","Documental Gestión Policial","CO1.RPL.448097","35000000","ESPOL","800226849","COP","REALIZACIÓN DE UN DOCUMENTAL SOBRE GESTIÓN Y ACTUACIÓN POLICIAL ENTORNO A LA CONSTRUCCIÓN DE PAZ","PN ESPOL MIC 002 2018","CO1.BDOS.359464","Mínima cuantía","No","PIEXITA STUDIO S A S","9006597531","701695355","702857939"
"2022-12-09T00:00:00.000","propuesta club el portillo","CO1.RPL.3142186","15445461","ESPOL","800226849","COP","ACTIVIDAD PEDAGÓGICA Y DE INTEGRACIÓN PARA EL EQUIPO ESTRATEGICO DE LA ESCUELA DE POSTGRADOS DE POLICIA IGUEL ANTONIO LLERAS PIZARRO CON EL FIN DE FORTALECER EL LIDERAZGO LA COMUNICACIÓN LA PLANEACIÓN Y LA TOMA DE DECISIONES","PN ESPOL MIC 017 2022","CO1.BDOS.3611094","Mínima cuantía","No","Club Nautico el portillo","860032742","701695355","720053099"
"2018-08-24T00:00:00.000","CONSORCIO 2018  ESPOL","CO1.RPL.653639","160844155","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VIVIENDAS FISCALES","PN ESPOL SA MC 002  2018 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.486263","Selección Abreviada de Menor Cuantía","Si","CONSORCIO 2018","No Definido","701695355","704094937"
"2018-09-07T00:00:00.000","ECOAMBIENTE INGENIERIA SASEXT","CO1.RPL.678899","25000000","ESPOL","800226849","COP","CONTRATAR EL SERVICIO DE INVENTARIO FORESTAL","PN ESPOL MIC 010 2018","CO1.BDOS.499368","Mínima cuantía","No","ECOAMBIENTE INGENIERIA","901121136","701695355","704943984"
"2018-10-08T00:00:00.000","PAN Y PONKE","CO1.RPL.717143","8350800","ESPOL","800226849","COP","ARRENDAMIENTO DE UN ESPACIO FÍSICO DENTRO DE LAS INSTALACIONES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO PARA LA PRESTACIÓN DEL SERVICIO DE CAFETERÍA TIPO CAFÉ GOURMET","PN ESPOL CD 038 2018","CO1.BDOS.559195","Contratación Directa (con ofertas)","Si","NESTOR GUILLERMO AMAYA FORERO","19285148","701695355","702511783"
"2021-11-23T00:00:00.000","PRESENTACION DE OFERTA PARA PROCESO MIC 021 2021 X CJS CANECAS","CO1.RPL.2458384","41340600","ESPOL","800226849","COP","No Definido","PN ESPOL MIC 021 2021","CO1.BDOS.2394240","Mínima cuantía","No","CJS CANECAS Y CIA LTDA","9003092389","701695355","701345092"
"2020-10-20T00:00:00.000","legislacion economica sa escuela de posgrados","CO1.RPL.1762314","27955000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","LEGISLACION ECONOMICA SA","860001498","701695355","701019150"
"2021-03-03T00:00:00.000","COMPUTERSCOL ESPOL MIC 004 2021","CO1.RPL.1958807","45531945","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE SISTEMA AUDIOVISUAL PARA AULAS","PN ESPOL MIC 004 2021","CO1.BDOS.1803506","Mínima cuantía","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2022-03-16T00:00:00.000","cotización proservarios sas","CO1.RPL.2638203","116000000","ESPOL","800226849","COP","SOLICITUD COTIZACIACION  TIVIDADES DE RECREACIÓN Y CULTURA ORIENTADAS A MEJORAR LAS CONDICIONES DE CALIDAD DE VIDA Y DE BIENESTAR DE LOS FUNCIONARIOS DE LA ESCUELA DE POSTGRADOS DE POLICÍA Y SUS FAMILIAS","PN ESPOL SIP 009 2022","CO1.BDOS.2863520","Solicitud de información a los Proveedores","Si","PROSERVARIOS SAS","900344142","701695355","702178070"
"2018-10-15T00:00:00.000","OFERTA ESPOL","CO1.RPL.719809","1624231","ESPOL","800226849","COP","RECARGA Y MANTENIMIENTO DE EXTINTORES","PN ESPOL MIC 014 2018","CO1.BDOS.564473","Mínima cuantía","No","VM SEGURIDAD INDUSTRIAL","900428120","701695355","704405117"
"2023-02-23T00:00:00.000","ESPOLADOBE CREATIVE CLOUDBUYSOFT","CO1.RPL.3244707","9901890","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 003 2023","CO1.BDOS.4013108","Mínima cuantía","No","BUYSOFT DE COLOMBIA SAS","901520105","701695355","719831059"
"2021-03-03T00:00:00.000","Aulas ESPOL","CO1.RPL.1954507","45500000","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE SISTEMA AUDIOVISUAL PARA AULAS","PN ESPOL MIC 004 2021","CO1.BDOS.1803506","Mínima cuantía","No","INTEGRACION AV SAS","900344370","701695355","702141300"
"2020-09-21T00:00:00.000","OFERTA SOLMAQ  ESC POSTGRADO POLICIA","CO1.RPL.1706765","22832442","ESPOL","800226849","COP","ADQUISICIÓN ELEMENTOS DE SEGURIDAD INDUSTRIAL Y PROTECCIÓN PERSONAL PARA LA ESCUELA DE POSTGRADOS DE POLICÍA","PN ESPOL MIC 014 2020","CO1.BDOS.1452048","Mínima cuantía","No","IMPORTADORES EXPORTADORES SOLMAQ SAS","860054854","701695355","701111262"
"2023-05-04T00:00:00.000","LP0022023","CO1.RPL.3375684","731508824","ALCALDIA MUNICIPAL DE PAICOL HUILA","891180194","COP","MEJORAMIENTO DE VÍAS TERCIARIAS MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA EN SITIOS CRÍTICOS DEL MUNICIPIO DE PAICOL DEPARTAMENTO DEL HUILA","LP0022023 Fase de Selección Presentación de ofertas","CO1.BDOS.4181034","Licitación pública Obra Publica","No","NEUTICAL DEL SUR SAS","901651309","704864230","721252310"
"2021-02-11T00:00:00.000","SICA SAS","CO1.RPL.1923621","907293690","MUNICIPIO DE ARMENIA QUINDIO","890000464","COP","EJECUCIÓN DE LOS PROYECTOS DE OBRA DENOMINADOS CONSTRUCCIÓN OBRAS DE ESTABILIZACIÓN EN EL TRAMO DE VIA COMPRENDIDO ENTRE LA GLORIETA MALIBU Y EL BARRIO PORTAL DE PINARES Y OBRAS DE ESTABILIZACIÓN COLECTOR LA ALDANA","DAJLP0052020 Fase de Selección Presentación de ofertas","CO1.BDOS.1630366","Licitación pública Obra Publica","No","SICA SAS","900515139","701365033","709082051"
"2018-10-16T00:00:00.000","A Todo  Diseño escuela  posgrado","CO1.RPL.724486","2262000","ESPOL","800226849","COP","RECARGA Y MANTENIMIENTO DE EXTINTORES","PN ESPOL MIC 014 2018","CO1.BDOS.564473","Mínima cuantía","No","Alexander  Hernandez  Villa","75091590","701695355","704351154"
"2021-09-24T00:00:00.000","TRATAMIENTO DE SILVICULTURA","CO1.RPL.2343697","48901610","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO TRATAMIENTO DE SILVICULTURA EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 012 2021","CO1.BDOS.2247411","Mínima cuantía","No","HOLDING  SAS","901093340","701695355","707708004"
"2021-04-30T00:00:00.000","IPDTBOL0012021 WILMER UPARELA POLANCO","CO1.RPL.2060751","49037200","INSTITUTO NACIONAL DE VIAS","800215807","COP","INTERVENTORIA MEJORAMIENTO DE LA CARRETERA LA BODEGA  MOMPOX DPTO DE BOLÍVAR","IPDTBOL0012021","CO1.BDOS.1941628","Mínima cuantía","No","WILMER UPARELA  POLANCO","8729850","700676059","707791224"
"2021-03-14T00:00:00.000","BANDERAS ESCUELA DE POLICIA","CO1.RPL.1978112","9180000","ESPOL","800226849","COP","ADQUISICIÓN DE BANDERAS MOHARRAS ASTAS BASES Y PRENDAS BLANCAS PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 005 2021","CO1.BDOS.1824179","Mínima cuantía","No","FANNY JANETH GUTIERREZ PRIETO","20484821","701695355","702582370"
"2023-05-05T00:00:00.000","CENAC POPAYAN KIT ASEO","CO1.RPL.3377907","53829380","CENTRAL ADMINISTRATIVA  Y CONTABLE  CENAC POPAYAN","900156335","COP","ADQUIRIR KIT DE INCORPORACIÓN PARA EL SEGUNDO TERCERO Y CUARTO CONTINGENTE VIGENCIA 2023 DE LAS UNIDADES CENTRALIZADAS  POR LA CENAC REGIONAL POPAYÁN LOTE 1 MATERIAL TEXTIL  LOTE 2 ELEMENTOS DE ASEO","SASI0001 CENAC REGIONAL POPAYÁN 2023 Presentación de oferta","CO1.BDOS.4279177","Selección abreviada subasta inversa","No","LA GEMA SAS","900405496","702939109","708500780"
"2023-05-05T00:00:00.000","CI1002023 CONVENIO INTERADMINISTRATIVO","CO1.RPL.3377114","171491230","DISTRITO DE TURBO","890981138","COP","CONVENIO INTERADMINITRATIVO EN EL DISTRITO DE TURBO Y LA EMPRESA DE DESARROLLO URBANO Y HABITAT EDUTH PARA EL MEJORAMIENTO LOCATIVO EN LA CASA DE LA CULTURA DEL DISTRITO DE TURBO","CI1002023","CO1.BDOS.4367075","Contratación Directa (con ofertas)","Si","EDUHTurbo","901465989","703036343","713088078"
"2020-07-09T00:00:00.000","LSCPN ESPOLMC 0062020","CO1.RPL.1588700","9677400","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS PARA LA PREVENCIÓN ATENCIÓN Y MITIGACIÓN DE LA EMERGENCIA SANITARIA PROVOCADA POR EL COVID19 Fumigadora con motor eléctrico Dispensador gel antibacterial automático Mascara respiradora de rostro completo y Guantes de poliuretano","PN ESPOL MIC 006 2020","CO1.BDOS.1322733","Mínima cuantía","No","FAVIAN JAIMES JAIMES","77194260","701695355","703149922"
"2022-10-03T00:00:00.000","MANTENIMIENTO ESPOL","CO1.RPL.3011527","35295400","ESPOL","800226849","COP","Realizar mantenimiento preventivo y correctivo a todo costo de los equipos que componen el sistema de control de acceso peatonal ingreso av suba y av Boyacá de los elementos que se relacionan a continuación debiendo entregar los elementos en funcionamiento así 4 Arcos detectores de metal INTELLISCAN 33 ZONE RANGO uno fallandoTorniquetes Trípode TR490 AUTOMATIC Funcional 3 Puerta Discapacitados WHD05 PERCO Funcional 1 Maquina Rayos X EiV6550 EASTIMAGE Funcional 1 Máquina","PN ESPOL SIP 034 2022","CO1.BDOS.3336796","Solicitud de información a los Proveedores","No","Econtrol Systems SAS","9007332609","701695355","710445875"
"2020-05-05T00:00:00.000","MATERIALES CONSTRUCCIÓN PROVEDORES DEL SUR","CO1.RPL.1481923","2998900","DIRECCION TERRITORIAL ANDES OCCIDENTALES DE PARQUES NACIONALES NATURALES DE COLOMBIA","901037393","COP","Contrato de compra de materiales de construcción para la realización de reparaciones y mantenimientos en la infraestructura del Santuario de Fauna y Flora Isla de la Corota","DTAOCCVF0392020","CO1.BDOS.1233515","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","703923706","704187228"
"2023-05-04T00:00:00.000","LICENCIA CONSTUPLANNET NUBE","CO1.RPL.3375238","1433900","INSTITUTO TECNOLOGICO  METROPOLITANO","800214750","COP","Adquisición del licenciamiento del software ConstruplanNet versión en la nube de acuerdo con las especificaciones técnicas","DJUR 70 DE 2023","CO1.BDOS.4362551","Contratación Directa (con ofertas)","Si","LEGIS INFORMACION PROFESIONAL SA","900850150","703000075","701385098"
"2021-12-17T00:00:00.000","PROVEDORES DEL SUR PPTA 2021","CO1.RPL.2510113","25058500","INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTEPASTO DEPORTE","814000385","COP","Adquisición de implementación deportiva balones para desarrollar los proyectos y programas del plan de acción del INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE PASTO DEPORTE","PDIP0352021","CO1.BDOS.2449236","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","709449367","704187228"
"2023-05-05T00:00:00.000","Epmsc Tumaco","CO1.RPL.3377683","1490000","ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TUMACO","840000137","COP","CONTRATAR EL SUMINISTRO DE CIGARRILLOS CON DESTINO AL ALMACEN EXPENDIO ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TUMACO N","MC0112023 EPMSC TUMACO","CO1.BDOS.4357716","Mínima cuantía","No","Proyectos Primavera SAS","901696372","703706218","721400182"
"2020-07-10T00:00:00.000","Adquisición de elementos escuela PONAL","CO1.RPL.1590308","5733734","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS PARA LA PREVENCIÓN ATENCIÓN Y MITIGACIÓN DE LA EMERGENCIA SANITARIA PROVOCADA POR EL COVID19 Fumigadora con motor eléctrico Dispensador gel antibacterial automático Mascara respiradora de rostro completo y Guantes de poliuretano","PN ESPOL MIC 006 2020","CO1.BDOS.1322733","Mínima cuantía","No","JOSBEING SAS","901384549","701695355","710129040"
"2022-02-04T00:00:00.000","CAFETERIA PROVEEDORES 2022","CO1.RPL.2566941","47586300","POLICÍA METROPOLITANA DE SAN JUAN DE PASTO","900807338","COP","SUMINISTRO PRODUCTOS DE CAFETERÍA PARA LA POLICÍA METROPOLITANA DE SAN JUAN DE PASTO  DEPARTAMENTO DE POLICÍA DE NARIÑO DISTRITO ESPECIAL DE POLICÍA  TUQUERRES Y DISTRITO ESPECIAL DE POLICÍA  TUMACO","PN MEPAS MIC 002 2022","CO1.BDOS.2807575","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","701702409","704187228"
"2023-05-04T00:00:00.000","OFERTA ECONOMICAEXT","CO1.RPL.3375615","844639126","DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA","899999083","COP","En virtud del contrato EL CONTRATISTA se obliga con LA ENTIDAD por sus propios medios con plena autonomía técnica y administrativa a prestar los servicios especializados para la organización técnica y actividades complementarias como limpieza desinfección reclasificación descripción ISADG digitalización y almacenamiento para la aplicación de la Tabla de Valoración Documental al primer periodo orgánico de los Archivos Históricos del DAPRE con fines de Transferencia Secundaria","DAPRECIAGN2023","CO1.BDOS.4365529","Contratación Directa (con ofertas)","Si","ARCHIVO GENERAL DE LA NACION","800128835","700341043","700639016"
"2023-05-23T00:00:00.000","PROCESO DE BANDERAS","CO1.RPL.3414705","9000000","BATALLÓN DE ASPC No 18 ST RAFAEL ARAGONA","834000726","COP","No Definido","012","CO1.BDOS.4416408","Solicitud de información a los Proveedores","No","INVERSIONES D2 SAS","900694056","702343435","712970086"
"2023-02-06T00:00:00.000","DTAOCSSN0012023 PUBBLICA SAS","CO1.RPL.3210904","50000000","PARQUES NACIONALES NATURALES DE COLOMBIA  DIRECCION TERRITORIAL ANDES OCCIDENTALES","811004962","COP","Suministro de tiquetes aéreos en las rutas regionales y nacionales para el desplazamiento de los funcionarios y contratistas vinculados a Parques Nacionales Naturales de Colombia Dirección Territorial Andes Occidentales ubicada en la ciudad de Medellín  Antioquia con recursos del Presupuesto Nacional 2023","DTAOCSSN0012023","CO1.BDOS.3898613","Mínima cuantía","No","PUBBLICA","800064773","701222259","700636145"
"2023-02-14T00:00:00.000","INNCET EM ESCUELA DE POLICIA CABLEADO","CO1.RPL.3229333","323120000","ESPOL","800226849","COP","SUMINISTRO INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE CABLEADO ESTRUCTURADO ENLACES FIBRA ÓPTICA Y ADQUISICIÓN DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 007 2023","CO1.BDOS.3980266","Solicitud de información a los Proveedores","No","INNCET SAS","900904038","701695355","701851461"
"2017-12-20T00:00:00.000","ABCONTROL INGENIERIA SAS SUMINISTRO UPS","CO1.RPL.393333","52660445","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UNA UPS","PN ESPOL MIC 020 2017","CO1.BDOS.270318","Mínima cuantía","No","ABCONTROL INGENIERIA SAS","830108265","701695355","700763279"
"2022-02-25T00:00:00.000","PN ESPOL SIP002 2022","CO1.RPL.2598691","114799547","ESPOL","800226849","COP","ADQUISICIÓN SONIDO PARA CAMPO ABIERTO","PN ESPOL SIP 002 2022","CO1.BDOS.2839063","Solicitud de información a los Proveedores","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2019-10-22T00:00:00.000","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CAMAROTES","CO1.RPL.1223843","11517434","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CAMAROTES","PN ESPOL MIC 012 2019","CO1.BDOS.956727","Mínima cuantía","No","promotora de proyectos y servicios jandac sas","901199982","701695355","705084390"
